Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	Alpha	BacktrackIters	Entropy	KL	TotalEnvInteracts	Time
36	1.633031	3.268508	11.749063	-3.819015	5.16	7.4668865	39.0	0.0	300.0	34772.0	0.031326126126126126	0.6829701	0.8807121	4.152677	-2.6177912	1.5356985	1.8398521	16.736351	-1.8841947	-2.1966908e-09	-0.008265838	-4.0690105e-09	-0.013318665	0.78601724	-0.20237803	5.6929646	-1.5153785	1.716557	0.005358696	2.4479487	0.0	1.6391852	0.008671049	1110000	3850.6963980197906
37	1.1961088	2.951553	10.422562	-4.7944264	3.21	5.1093936	27.0	0.0	300.0	35093.0	0.030783333333333333	0.6271599	0.8477655	3.4683743	-2.760659	1.4860744	1.6598283	17.141136	-2.8176274	1.1631635e-09	-0.006808402	-4.0690105e-09	-0.009488719	0.7549555	-0.2220068	3.1447694	-1.1780598	1.7219157	0.0038614273	2.8587933	0.0	1.6439371	0.008849347	1140000	3951.6280364990234
38	1.3395429	3.1246157	9.807189	-3.9883642	4.33	8.262028	46.0	0.0	300.0	35526.0	0.030364102564102564	0.5232446	0.8508586	3.5893457	-3.164192	1.0807073	1.298109	11.535629	-1.4411262	-1.5289486e-09	-0.007747104	4.0690105e-09	-0.011354523	0.71853286	-0.20501286	5.4046783	-1.5435781	1.7257771	0.0031317472	2.3445418	0.0	1.6365904	0.008491215	1170000	4052.829883337021
39	1.1530806	2.9509137	9.497932	-4.46932	3.99	6.1229	22.0	0.0	300.0	35925.0	0.0299375	0.5725783	0.86381143	3.5575867	-2.8503509	1.138207	1.3617195	12.589174	-2.062184	5.016657e-09	-0.0076919873	2.0345052e-09	-0.01099032	0.753823	-0.218508	4.445588	-1.3583641	1.7289089	0.0022631884	2.6978767	0.0	1.6524905	0.008007948	1200000	4157.886255979538
40	0.9163047	3.0348926	13.742694	-3.976976	4.07	6.2181273	28.0	0.0	300.0	36332.0	0.02953821138211382	0.5452347	0.816651	3.1720452	-2.5446608	1.0808852	1.3210243	12.815442	-1.3869493	4.7138027e-09	-0.0069469996	5.086263e-09	-0.010584123	0.6672714	-0.19170627	4.2753944	-1.0247962	1.7311721	0.0015121698	2.7821047	0.0	1.6584307	0.00881841	1230000	4263.665383815765
41	0.959638	2.5969462	7.594164	-3.808208	3.66	6.465632	34.0	0.0	300.0	36698.0	0.029125396825396825	0.6211579	0.8128529	3.8435826	-2.804974	1.1134719	1.3106133	14.384452	-1.5262616	8.9065e-09	-0.0076856576	1.1698405e-08	-0.01022191	0.60612965	-0.14214942	3.7727864	-1.1573365	1.7326843	0.0005778074	2.4685178	0.0	1.6328137	0.008826605	1260000	4365.426027774811
42	1.4207937	3.2714067	13.019847	-4.4785604	2.83	5.517345	33.0	0.0	300.0	36981.0	0.028667441860465118	0.5772956	0.82826334	3.7734082	-2.854715	1.1247482	1.521847	15.032457	-1.51519	-8.683824e-09	-0.006355712	-1.0172526e-08	-0.009946633	0.72512627	-0.18565196	3.408476	-1.1675565	1.7332621	-0.00077939034	3.1009502	0.0	1.6325063	0.0081259785	1290000	4466.106161832809
43	1.0108072	2.855677	8.183279	-4.2143683	3.55	6.5090322	33.0	0.0	300.0	37336.0	0.028284848484848486	0.6565988	0.85817516	3.5630326	-2.3992617	1.0128063	1.2691727	12.666428	-2.323066	3.6445578e-09	-0.0063014547	1.2207031e-08	-0.008103121	0.64692247	-0.19336212	3.9838452	-1.3931673	1.7324827	-0.0015887022	3.121684	0.0	1.6439593	0.008131401	1320000	4567.303802251816
44	0.56014955	2.8201046	12.00417	-4.7086005	2.4	5.236411	23.0	0.0	300.0	37576.0	0.027834074074074074	0.4841206	0.84269077	3.3072765	-3.1322923	0.8695003	1.3523483	14.311055	-2.2851958	1.0688571e-08	-0.007202283	1.6276042e-08	-0.008705387	0.59997714	-0.17853677	3.0453658	-1.2359885	1.730894	-0.0030335188	2.8749118	0.0	1.6451368	0.008549327	1350000	4668.643825292587
45	1.1623305	2.9042077	8.754963	-3.1779137	3.45	6.5151744	43.0	0.0	300.0	37921.0	0.027478985507246378	0.4117081	0.83846927	3.0677276	-2.7543032	0.7021069	1.2126389	13.7267885	-2.12907	-6.4764274e-09	-0.007966643	-6.1035155e-09	-0.012264287	0.6461776	-0.16506106	4.428547	-1.8319261	1.7278605	-0.0037124157	2.4986067	0.0	1.6455166	0.008470371	1380000	4769.956123352051
46	1.1295346	3.1095314	12.006671	-3.8182876	3.76	7.610677	40.0	0.0	300.0	38297.0	0.02716099290780142	0.50142944	0.81477404	3.6255388	-2.4417443	0.8792867	1.4522171	18.83484	-3.219258	-6.9019155e-09	-0.008604831	-2.0345052e-08	-0.011846828	0.75798357	-0.2407499	5.9280214	-2.3874595	1.724148	-0.0041441917	2.211249	0.0	1.6608133	0.0074169007	1410000	4871.218817234039
47	1.3810581	2.9051726	10.171882	-4.718011	3.3	6.2169127	31.0	0.0	300.0	38627.0	0.026824305555555556	0.58907133	0.8861459	4.5244937	-2.7532706	1.1159638	1.5654866	17.296843	-2.766339	5.4752216e-09	-0.007829813	1.2207031e-08	-0.010777667	0.8087625	-0.25394654	4.231249	-1.662379	1.7200038	-0.004829645	2.5083077	0.0	1.6597235	0.008451777	1440000	4972.530467987061
48	1.2957549	3.023375	9.899232	-4.149574	4.17	7.169456	41.0	0.0	300.0	39044.0	0.026560544217687075	0.6511635	0.8704489	3.366664	-2.884724	1.1650044	1.6092453	15.347284	-1.6732978	-5.5699596e-09	-0.008834751	-1.1189779e-08	-0.012552617	0.81518865	-0.25619864	4.458731	-1.8610356	1.7151742	-0.004910946	2.2625194	0.0	1.6671636	0.008510119	1470000	5073.789251327515
49	1.7975969	3.0312395	12.453405	-3.0015924	4.24	7.424446	35.0	0.0	300.0	39468.0	0.026312	0.7116035	0.84851754	3.366495	-2.499097	1.1945503	1.5932995	15.699946	-2.8209443	1.05478595e-08	-0.008055548	1.0172526e-08	-0.011034633	0.79796666	-0.26599646	6.1881466	-2.4172502	1.7102633	-0.0049437284	2.145316	1.0	1.6514409	0.0064940574	1500000	5177.564692974091
50	1.3528659	3.132229	9.853004	-3.6309478	3.62	6.4541154	25.0	0.0	300.0	39830.0	0.026032679738562093	0.66579044	0.92395806	4.721162	-2.7999034	1.3183695	1.7573278	22.934242	-3.0123076	1.26938575e-08	-0.008348664	1.1189779e-08	-0.010598093	0.7348682	-0.26231784	4.1891418	-1.8704002	1.7053195	-0.0053747892	2.3972673	0.0	1.6501889	0.008958043	1530000	5283.717758655548
51	1.5872455	3.020923	9.351932	-3.7883744	3.15	4.7568374	22.0	0.0	300.0	40145.0	0.02573397435897436	0.6454927	0.8809737	3.3808262	-2.8191354	1.1649497	1.4359232	13.441058	-2.6493788	1.2508362e-08	-0.006723453	1.6276042e-08	-0.00898251	0.82501173	-0.2875374	3.259756	-1.3219589	1.6999447	-0.0060744286	2.987142	0.0	1.6442032	0.00867846	1560000	5385.31450176239
52	2.2830513	2.9097617	9.668202	-3.6237633	4.15	7.457044	36.0	0.0	300.0	40560.0	0.025509433962264152	0.7390945	0.88306415	3.610024	-3.0149994	1.1011697	1.2531438	12.145625	-1.9667141	-1.8033053e-09	-0.007369797	-4.0690105e-09	-0.011801227	0.8449621	-0.29543185	5.6517916	-2.7314222	1.6938703	-0.006066203	2.5622375	0.0	1.6493845	0.009197786	1590000	5486.235157012939
53	2.307177	3.2678833	13.468879	-4.2076454	4.82	7.505172	35.0	0.0	300.0	41042.0	0.02533456790123457	0.88945323	0.8758114	3.9023497	-2.542437	1.1556625	1.4414527	14.681865	-2.6065004	6.2105934e-09	-0.0073858225	1.1698405e-08	-0.010587133	0.9123085	-0.28862894	6.232057	-2.80263	1.6878041	-0.0056215525	2.6076858	0.0	1.635729	0.008926135	1620000	5587.414211034775
54	2.1623123	2.8154464	9.306599	-2.9779167	3.96	6.9554586	32.0	0.0	300.0	41438.0	0.025113939393939393	0.9142273	0.9279497	4.505503	-2.9771411	1.3936799	1.6156393	14.653638	-1.6274471	-7.000232e-09	-0.008086213	-8.138021e-09	-0.0123067	0.89546776	-0.2963	5.3070683	-2.376487	1.6821826	-0.005788684	2.3684335	0.0	1.6295366	0.0093245115	1650000	5688.504005908966
55	1.7865157	3.176576	10.851734	-4.030481	4.04	6.5496874	26.0	0.0	300.0	41842.0	0.02490595238095238	0.8483914	0.9190504	4.173532	-2.339808	1.2206999	1.6121237	16.81234	-2.5795178	4.5831823e-09	-0.009130471	6.1035155e-09	-0.013594881	0.80201656	-0.27617115	5.576521	-2.3192055	1.6763939	-0.005891323	2.219116	0.0	1.6209471	0.0086312555	1680000	5789.541913509369
56	1.6802989	2.342608	7.8070445	-3.6754622	3.17	5.5082755	25.0	0.0	300.0	42159.0	0.02465438596491228	0.8035691	0.86824715	3.665181	-3.3935854	1.2837421	1.4600962	14.92604	-4.1764994	5.332905e-09	-0.0065682353	0.0	-0.008931362	0.67568135	-0.24170303	4.1683316	-1.7792525	1.6705025	-0.0065704584	2.915569	0.0	1.6148572	0.008789966	1710000	5890.483203887939
57	2.400252	3.0046396	11.293917	-2.9407394	3.92	5.923985	27.0	0.0	300.0	42551.0	0.024454597701149425	0.80788255	0.8219073	3.4936886	-2.7107906	1.1735036	1.3726231	14.760601	-1.7770773	5.3460587e-09	-0.007138905	0.0	-0.009379527	0.74861866	-0.25933322	4.178554	-1.7585709	1.6639321	-0.006686926	2.7003205	0.0	1.6161864	0.008835309	1740000	5991.4401223659515
58	1.6579459	2.8563402	10.315226	-3.576547	3.11	5.077194	20.0	0.0	300.0	42862.0	0.02421581920903955	0.8158686	0.8570058	3.992563	-2.7103465	1.1090044	1.3724662	14.364529	-2.4324193	-6.152892e-09	-0.0052914126	-1.0172526e-08	-0.008362409	0.7358884	-0.24540049	3.90714	-1.7101488	1.6572452	-0.0073450804	2.9477344	0.0	1.6372616	0.008748401	1770000	6092.386261940002
59	1.855254	2.9812448	12.314834	-4.0647497	4.12	7.3583703	34.0	0.0	300.0	43274.0	0.02404111111111111	0.7859646	0.88979185	4.1318007	-2.7470045	1.0784631	1.3397506	10.836704	-1.969075	-7.484576e-10	-0.009048141	-3.0517577e-09	-0.013847856	0.8291087	-0.3184935	6.623377	-3.2569997	1.6499001	-0.0072586536	2.1126137	0.0	1.6164556	0.008546818	1800000	6194.453545093536
60	1.7602693	2.7424595	11.70824	-3.5569274	3.08	6.7833323	40.0	0.0	300.0	43582.0	0.023815300546448086	0.85898334	0.9225553	3.9455063	-2.7298214	1.145436	1.4568769	16.672905	-4.128126	-2.2269742e-09	-0.0075503094	-2.0345052e-09	-0.011033164	0.72059095	-0.23508823	5.2742314	-2.2623105	1.6426414	-0.007896185	2.385543	0.0	1.6232705	0.009126302	1830000	6300.107897043228
