Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	Optim_A	Optim_B	Optim_c	Optim_q	Optim_r	Optim_s	Optim_Lam	Optim_Nu	OptimCase	Margin	BacktrackIters	Entropy	KL	TotalEnvInteracts	Time
10	-0.2267988	2.2831903	6.265428	-3.5381103	12.0	14.827003	76.0	0.0	300.0	16007.0	0.04850606060606061	-0.025190337	0.48154506	1.7193996	-1.496985	2.241411	3.339946	23.35135	-1.6807642	1.0172526e-09	0.0031188212	-8.138021e-09	-0.016612666	0.23045476	-0.037749022	15.703742	-1.1836987	0.94563377	0.0	0.007691826	-0.004342755	0.023333333	0.008255684	-0.0035512126	0.02236577	0.0	0.94563377	0.0	0.0	1.0	1.7734654	0.006259682	330000	1192.597617149353
11	-0.14534935	2.3384693	6.7978373	-3.5800228	8.37	12.781749	51.0	0.0	300.0	16844.0	0.04678888888888889	-0.010170233	0.54162425	1.7236607	-1.7459726	2.1470795	3.42122	17.736528	-1.3610946	6.612142e-09	-0.0054343967	8.138021e-09	-0.013164128	0.2515046	-0.038021788	12.037991	-1.4800272	0.7978295	0.0	0.0077398475	0.013814581	0.011233333	0.010774414	-0.007868146	0.020400843	0.7485096	0.7978295	1.0	0.0	0.0	1.770703	0.009326453	360000	1304.3390152454376
12	0.1637781	2.6341708	8.024967	-3.7128828	10.24	13.784862	59.0	0.0	300.0	17868.0	0.04581538461538461	-0.058009073	0.5938921	1.8210692	-2.146837	1.8678375	2.7095525	16.040934	-1.712122	-8.138021e-09	-0.0019073772	-8.138021e-09	-0.017134644	0.29432845	-0.051024854	11.990088	-1.4768114	1.077674	0.0	0.0066601094	0.0066698436	0.017466666	0.008931839	-0.0072105885	0.022886785	0.99927	1.077674	1.0	0.0	0.0	1.7736275	0.008416938	390000	1408.680477142334
13	-0.121203564	2.4236624	7.6575913	-3.3534346	6.67	10.793568	48.0	0.0	300.0	18535.0	0.04413095238095238	-0.07808583	0.5923574	2.0047512	-1.8191209	1.555839	3.0305462	20.618044	-1.5109363	7.1207684e-09	-0.011192846	2.4414062e-08	-0.0059693763	0.2595138	-0.04786046	8.168125	-1.1086826	0.41216975	0.0	0.007917601	0.018132793	0.005566667	0.008520013	-0.0031618827	0.016595796	0.6607915	0.41216975	1.0	0.0	0.0	1.7589307	0.00878405	420000	1510.0636343955994
14	0.8938266	2.838951	8.161607	-4.0551243	10.65	13.65238	57.0	0.0	300.0	19600.0	0.043555555555555556	0.010636527	0.6991722	2.2281826	-2.2754629	1.855749	2.8447123	17.492794	-1.5782675	-1.1189779e-08	0.0036816015	1.8310548e-08	-0.019802783	0.39216954	-0.08591619	10.743611	-1.2660484	2.8741019	0.0	0.0067532216	0.001057131	0.018833332	0.008815905	-0.0062147058	0.018724428	2.5274997	2.8741019	1.0	0.0	0.0	1.7529533	0.009752067	450000	1611.308485031128
15	0.9269742	2.5772989	7.655518	-3.3712504	8.66	12.250893	43.0	0.0	300.0	20466.0	0.0426375	0.22871967	0.7280984	2.5396786	-2.0906296	2.2142253	3.1989927	17.77466	-1.1795783	-6.612142e-09	-0.004872467	4.0690105e-09	-0.012115963	0.31526694	-0.06232956	11.981853	-1.7051945	0.8496058	0.0	0.0058768387	0.010424389	0.0122	0.0069298823	-0.004045756	0.015543654	0.75083864	0.8496058	1.0	0.0	0.0	1.7564888	0.0082318075	480000	1712.497772693634
16	0.623542	2.439378	6.469256	-4.1458387	8.11	11.486423	45.0	0.0	300.0	21277.0	0.04171960784313725	0.12882344	0.7160565	2.262901	-2.2690115	2.1210582	2.9910367	19.730286	-2.0185916	-4.577637e-09	-0.0058918903	1.4241537e-08	-0.010296993	0.30336022	-0.052798957	10.615571	-2.0831375	0.82795244	0.0	0.008327116	0.0135599375	0.010366665	0.01026904	-0.0056925933	0.016687376	0.78364336	0.82795244	1.0	0.0	0.0	1.764585	0.008646812	510000	1813.6452689170837
17	0.45902842	2.8036766	8.475237	-4.2052984	7.28	10.153895	50.0	0.0	300.0	22005.0	0.04075	0.08666557	0.7094236	2.5348377	-1.9897761	1.4842454	2.2943122	16.212452	-1.4689001	-1.780192e-08	-0.006555362	-5.086263e-09	-0.0077386443	0.34763724	-0.063021004	9.9773855	-1.4916916	0.69446295	0.0	0.005615899	0.016085552	0.0076000006	0.00786173	-0.005756611	0.014755595	0.5908696	0.69446295	1.0	0.0	0.0	1.7671926	0.007886543	540000	1914.911056280136
18	1.4548955	3.239088	10.342001	-3.637884	9.15	10.624853	48.0	0.0	300.0	22920.0	0.040210526315789474	0.18790808	0.8009846	2.8622231	-2.5584867	1.9895093	2.288743	12.79197	-2.028508	6.1035155e-09	-0.0031420165	-8.138021e-09	-0.01102478	0.47260976	-0.0819101	10.597508	-1.3468218	1.1640333	0.0	0.0056652324	0.006100327	0.013833332	0.0061926814	-0.0026947272	0.013767308	0.9636788	1.1640333	1.0	0.0	1.0	1.7316319	0.0060316017	570000	2018.2324028015137
19	0.6609271	2.8406777	10.111827	-4.0593786	8.09	11.309372	64.0	0.0	300.0	23729.0	0.03954833333333333	0.16898203	0.82251006	2.9665203	-2.0815399	1.7481434	2.31999	14.419291	-1.14806	-5.086263e-10	-0.0074299416	-2.0345052e-09	-0.010006696	0.40093702	-0.095912546	8.797296	-1.4518051	0.5255036	0.0	0.0057847225	0.014579021	0.0103	0.0065211016	-0.0037962007	0.01957027	0.6299079	0.5255036	1.0	0.0	0.0	1.7172027	0.008910026	600000	2124.167935848236
20	1.9495665	3.2482045	9.9122095	-3.5414941	10.09	12.276885	49.0	0.0	300.0	24738.0	0.039266666666666665	0.3616664	0.80478823	2.548004	-2.6981132	2.6360672	2.9633315	18.830963	-3.153155	6.1035155e-09	0.003977002	-1.0172526e-09	-0.016533567	0.53121895	-0.117952436	12.226579	-2.6730957	1.2010521	0.0	0.0052155536	-0.0007628566	0.016966667	0.0060576806	-0.0034169746	0.013864556	0.0	1.2010521	0.0	0.0	0.0	1.7171617	0.008689638	630000	2227.6915855407715
21	1.638412	2.9916635	8.784913	-3.7198658	7.64	10.385104	44.0	0.0	300.0	25502.0	0.03863939393939394	0.5307807	0.8819067	3.0803418	-2.406225	2.5554283	2.8012316	15.255525	-2.319457	-6.1035155e-09	-0.006991665	8.138021e-09	-0.0074834754	0.4193017	-0.06669605	8.807723	-1.6596432	0.49373367	0.0	0.0052824966	0.015702622	0.0088	0.0060809352	-0.0037931646	0.01802029	0.5800074	0.49373367	1.0	0.0	0.0	1.7381673	0.008988208	660000	2328.433774471283
22	1.4607909	3.1818721	10.338198	-3.447941	8.83	11.311989	58.0	0.0	300.0	26385.0	0.03823913043478261	0.37763712	0.8728106	3.0723197	-2.6384249	1.911168	2.381731	15.114126	-1.9917201	-4.0690105e-09	-0.004427889	1.8310548e-08	-0.012319277	0.5185816	-0.0812507	11.460697	-2.1023846	0.9295108	0.0	0.0061744554	0.008486278	0.012766667	0.0065379413	-0.0022683681	0.014155959	0.8529836	0.9295108	1.0	0.0	0.0	1.7185051	0.008608858	690000	2429.577889442444
23	1.5167738	3.1290336	10.329484	-3.6626832	9.12	13.003292	61.0	0.0	300.0	27297.0	0.0379125	0.4012073	0.8805904	3.017787	-2.6948287	2.1618009	2.5955422	15.561854	-1.5715041	-1.2207031e-08	-0.0034018026	4.0690105e-09	-0.014464391	0.52292025	-0.08145565	14.278323	-3.567748	0.7996485	0.0	0.004863578	0.010729663	0.013733333	0.007287658	-0.00702266	0.02034494	0.67326325	0.7996485	1.0	0.0	0.0	1.7229884	0.007788599	720000	2530.6940298080444
24	1.7083294	2.891047	10.978902	-4.391686	8.35	10.457892	42.0	0.0	300.0	28132.0	0.03750933333333333	0.53260213	0.89879274	3.038928	-2.2731314	2.308665	3.1499927	20.044489	-2.1318932	3.0517577e-09	-0.0072012646	-8.138021e-09	-0.010611384	0.5077919	-0.09089023	10.377362	-2.7898488	0.612983	0.0	0.006193869	0.012359537	0.011166668	0.006463835	-0.002099029	0.016320277	0.70791304	0.612983	1.0	0.0	0.0	1.723877	0.008872996	750000	2632.04203915596
25	2.9370153	3.4733434	12.81987	-4.1274004	8.6	9.62185	38.0	0.0	300.0	28992.0	0.03716923076923077	0.6726042	0.86587846	3.2026734	-3.2146003	2.3725724	2.2997994	17.59299	-2.3394017	-1.7293294e-08	-0.0032540956	6.1035155e-09	-0.011629281	0.7448483	-0.16395324	9.148491	-1.3972831	0.8387011	0.0	0.004130089	0.009871062	0.012000001	0.005348223	-0.00416147	0.014216696	0.64684135	0.8387011	1.0	0.0	0.0	1.7119725	0.008938357	780000	2733.2442378997803
26	2.9600482	3.5400596	11.200458	-4.05665	8.84	10.00072	42.0	0.0	300.0	29876.0	0.03688395061728395	0.7523812	0.93439996	3.402712	-2.737464	2.3479884	2.358026	16.376568	-1.7794434	-6.1035155e-09	-0.0019549378	-8.138021e-09	-0.012042513	0.8184615	-0.16385055	10.023454	-1.5825987	1.1417838	0.0	0.0044487016	0.0066266283	0.012800001	0.005448915	-0.0035005463	0.012251212	0.8193517	1.1417838	1.0	0.0	0.0	1.6983328	0.0090117715	810000	2834.1667597293854
27	3.2208946	3.5397017	13.899997	-4.0794106	10.4	11.721774	75.0	0.0	300.0	30916.0	0.0368047619047619	0.9253319	0.97111034	4.0038924	-2.2651558	2.6833827	2.495884	18.175184	-1.2195628	-5.086263e-09	-0.0017134114	8.138021e-09	-0.018084863	0.88307524	-0.14766324	11.341048	-2.2103443	1.3970128	0.0	0.004756149	0.002730288	0.018	0.00507671	-0.002452366	0.018761167	1.3198467	1.3970128	1.0	0.0	0.0	1.6898303	0.009112608	840000	2935.2435324192047
28	2.8783216	3.3562822	11.25675	-2.8391128	7.43	9.070011	38.0	0.0	300.0	31659.0	0.03638965517241379	0.9837539	0.9597288	4.0376554	-2.7777214	2.7141361	2.3908725	16.03271	-1.7512687	-1.1189779e-08	-0.005590694	-1.525879e-08	-0.008149265	0.6997089	-0.124652386	8.427638	-1.9096332	0.68003976	0.0	0.0042036357	0.014585986	0.008099999	0.0054540425	-0.0038927004	0.012118548	0.5368397	0.68003976	1.0	0.0	0.0	1.6784723	0.008358929	870000	3036.7454521656036
29	2.8386767	3.7236085	12.584309	-3.5704653	9.24	12.354854	64.0	0.0	300.0	32583.0	0.03620333333333333	0.87213933	0.911098	3.519338	-2.4175363	2.1004543	2.1778738	16.785027	-0.94434375	4.0690105e-09	-0.0050757364	1.3224284e-08	-0.015440752	0.8800273	-0.20784378	11.830296	-2.7958078	0.8250972	0.0	0.006415775	0.008383587	0.014133332	0.006609292	-0.0018241798	0.017195592	0.8748017	0.8250972	1.0	0.0	0.0	1.6524338	0.0095516015	900000	3142.637175321579
30	3.3772488	3.505875	11.896051	-2.9251676	10.08	10.860644	45.0	0.0	300.0	33591.0	0.03611935483870968	1.051698	1.029711	4.0768223	-3.1591315	2.9596457	2.8480175	25.383142	-1.1380804	7.1207684e-09	-0.0008479411	6.1035155e-09	-0.016706236	0.92991966	-0.27374113	11.41923	-2.502512	0.9635896	0.0	0.0044017634	0.0057708835	0.016933333	0.00546505	-0.0046289098	0.020151481	0.8733578	0.9635896	1.0	0.0	0.0	1.6481323	0.008821081	930000	3246.687306165695
31	2.6921935	3.627716	12.360719	-3.6205926	8.2	10.461357	52.0	0.0	300.0	34411.0	0.03584479166666667	1.1073307	0.9578801	3.9390886	-2.2806752	2.8443239	2.5988495	20.462694	-1.2896483	2.2379558e-08	-0.0022656554	4.0690105e-09	-0.009066711	1.0062336	-0.25450128	9.988912	-1.9316816	0.8617582	0.0	0.0042616236	0.010790924	0.010666666	0.0055204662	-0.0039437227	0.01235496	0.6284319	0.8617582	1.0	0.0	1.0	1.6312287	0.006266577	960000	3347.5346155166626
32	2.65496	3.1976442	9.391382	-3.0899262	8.52	8.782346	34.0	0.0	300.0	35263.0	0.03561919191919192	1.0237877	0.9883841	4.3002763	-2.7308414	2.7408795	2.476001	18.590805	-0.8755629	-7.629395e-09	-0.002541186	-9.155274e-09	-0.011017778	0.8394907	-0.17421216	8.152814	-1.8271122	1.105554	0.0	0.0038383533	0.006017835	0.0117333345	0.0040713917	-0.0015147744	0.0098461965	0.79864234	1.105554	1.0	0.0	0.0	1.6265428	0.009028423	990000	3448.571425676346
33	3.5627735	3.7466938	13.406877	-3.9346747	8.87	9.30769	39.0	0.0	300.0	36150.0	0.03544117647058823	1.071235	0.9187439	3.8749666	-2.5880108	2.741142	2.3533905	16.54517	-1.3302641	-1.2207031e-08	-0.0031027512	-6.1035155e-09	-0.012339426	0.989343	-0.22130436	9.638021	-2.4599333	1.0871562	0.0	0.0046118596	0.0063029346	0.0128999995	0.0050007403	-0.0021736228	0.012149317	0.85539484	1.0871562	1.0	0.0	0.0	1.6097307	0.00999069	1020000	3549.766619682312
34	3.5728788	3.3911676	11.354948	-3.81231	9.47	9.998454	47.0	0.0	300.0	37097.0	0.03533047619047619	1.2988675	0.95289034	4.246185	-2.5577347	2.977744	2.2106571	17.154057	-2.181733	4.0690105e-09	0.000682372	-1.0172526e-08	-0.01440011	0.8542617	-0.18339354	9.721676	-2.310913	2.4413967	0.0	0.004864624	0.0015086795	0.014900001	0.0054089422	-0.0025564004	0.012006175	1.7956684	2.4413967	1.0	0.0	0.0	1.6304848	0.008873739	1050000	3650.895391702652
35	3.7312913	3.2529268	10.985458	-1.9450583	9.0	10.372078	56.0	0.0	300.0	37997.0	0.035182407407407405	1.2368262	0.91981	4.4226027	-2.2278867	2.6525333	2.2802243	16.931948	-1.7818965	6.1035155e-09	-0.002491878	1.2207031e-08	-0.013354635	0.8268377	-0.17991358	10.058977	-2.4160976	1.0084822	0.0	0.0040701386	0.006558288	0.013333334	0.00467748	-0.002834183	0.013225828	0.78778803	1.0084822	1.0	0.0	0.0	1.6183175	0.008174231	1080000	3752.0241944789886
36	3.4412522	3.4940984	13.82691	-4.8949184	8.66	8.895189	36.0	0.0	300.0	38863.0	0.03501171171171171	1.2469544	0.9464761	3.9850292	-2.0836916	2.7309117	2.2594879	19.894745	-0.88760954	-1.2207031e-08	-0.0042876382	-2.6448568e-08	-0.012559512	0.795891	-0.15039366	9.781259	-2.3926678	0.94670534	0.0	0.0039372193	0.0070196013	0.0122	0.004194783	-0.001718534	0.011466519	0.74892545	0.94670534	1.0	0.0	0.0	1.6027132	0.009534373	1110000	3853.224636077881
37	3.466493	3.3615189	10.421096	-3.0736294	11.18	11.845995	52.0	0.0	300.0	39981.0	0.03507105263157895	1.2659438	0.98783183	3.9267094	-2.3406246	2.9989972	2.4491034	17.666174	-1.066692	7.1207684e-09	0.0016650645	1.1189779e-08	-0.020033572	0.78168344	-0.17882627	12.758154	-3.0618353	1.4320719	0.0	0.0036942603	0.0019501584	0.0206	0.0048962156	-0.0053158742	0.023510458	1.3763497	1.4320719	1.0	0.0	0.0	1.5923429	0.008899229	1140000	3954.2029037475586
38	3.391546	3.2175848	12.649349	-3.583238	7.67	8.493591	36.0	0.0	300.0	40748.0	0.034827350427350426	1.1965132	0.9000438	3.9547005	-2.2628372	3.4260292	2.714822	20.787434	-2.4223733	6.1035155e-09	-0.0054945373	-1.2207031e-08	-0.010001774	0.8345018	-0.19970924	9.08814	-3.718709	0.5562817	0.0	0.0036915294	0.014133667	0.008900001	0.0043416065	-0.0029627099	0.013502473	0.5110645	0.5562817	1.0	0.0	0.0	1.5667531	0.0087667	1170000	4055.548211812973
39	4.0703597	3.4548738	16.164595	-2.428507	9.76	10.301573	43.0	0.0	300.0	41724.0	0.03477	1.2951281	0.88430023	4.117517	-2.084913	2.7650301	2.012674	16.212723	-0.82160515	-1.1698405e-08	0.0013247945	4.0690105e-09	-0.015224215	0.89940184	-0.21205366	11.213917	-2.9423103	3.2737527	0.0	0.003941417	0.00061004417	0.015866667	0.0043057026	-0.002174794	0.012983585	2.5418246	3.2737527	1.0	0.0	0.0	1.5629565	0.009029264	1200000	4161.640518426895
40	3.12221	3.0559616	10.272902	-3.0458949	9.85	9.921063	44.0	0.0	300.0	42709.0	0.034722764227642276	1.3048409	0.9420276	3.8718534	-2.2483752	2.8008428	2.2773757	19.036943	-2.44092	-6.1035155e-09	0.0006267863	4.0690105e-09	-0.016222501	1.0060073	-0.24145156	9.957931	-2.5441442	2.540689	0.0	0.0041987672	0.001017081	0.016166668	0.0045292806	-0.0021332097	0.013768228	2.03181	2.540689	1.0	0.0	0.0	1.5549986	0.0088493265	1230000	4267.250670194626
41	2.8035703	3.2643976	10.276729	-4.427092	6.91	7.573764	29.0	0.0	300.0	43400.0	0.034444444444444444	1.2495679	0.9755926	4.601614	-2.3799334	2.743766	2.125643	18.98024	-0.9187196	-1.6276042e-08	-0.005916137	3.6621095e-08	-0.0053351056	0.94900846	-0.2161429	7.464646	-2.3645544	0.74858445	0.0	0.0048039733	0.013890305	0.006366666	0.005029154	-0.0012222717	0.006634445	0.58809084	0.74858445	1.0	0.0	1.0	1.5676951	0.0063160914	1260000	4368.042031049728
42	4.079692	3.8774238	14.40162	-4.008058	7.22	9.236428	47.0	0.0	300.0	44122.0	0.0342031007751938	1.2158542	0.9714937	4.1530924	-2.5164535	2.3701317	1.8688866	18.242683	-2.1332645	8.138021e-09	-0.0048126257	1.6276042e-08	-0.008030513	0.9998647	-0.22533786	9.364444	-2.8147583	0.7092949	0.0	0.0033515773	0.0136367595	0.007399999	0.004040775	-0.0024353666	0.008605677	0.4957572	0.7092949	1.0	0.0	0.0	1.5481663	0.008806171	1290000	4468.708913326263
43	4.1367583	3.3604054	11.160608	-4.207168	9.76	11.469193	55.0	0.0	300.0	45098.0	0.034165151515151516	1.3941076	0.96456933	4.2134967	-2.3361764	2.5971966	2.0436113	16.266106	-1.5115203	3.5603842e-09	0.0017766047	-8.138021e-09	-0.015799671	0.89583397	-0.22787172	13.173546	-4.243575	2.8205757	0.0	0.0034279618	0.0007309878	0.015866667	0.0039030607	-0.0024914262	0.013065077	2.1655235	2.8205757	1.0	0.0	0.0	1.5331302	0.0088578025	1320000	4569.832664012909
44	3.9683282	3.3211966	11.216409	-3.3192544	7.76	8.444075	42.0	0.0	300.0	45874.0	0.03398074074074074	1.3977153	0.97463214	4.1044292	-2.4510462	2.7892396	2.2934816	17.693365	-1.490513	6.1035155e-09	-0.004121702	6.1035155e-09	-0.01053815	0.9270862	-0.21715552	8.644982	-2.894126	0.6207197	0.0	0.0033509778	0.013747376	0.009200001	0.0044518523	-0.0038603405	0.01353672	0.49371448	0.6207197	1.0	0.0	0.0	1.524456	0.009016563	1350000	4671.203517198563
45	4.1301975	3.3991387	11.764464	-2.0195863	8.28	7.8741097	28.0	0.0	300.0	46702.0	0.03384202898550725	1.413343	0.93818754	4.2345223	-2.218732	2.7951846	2.2237866	15.287484	-2.3157704	7.1207684e-09	-0.0030634839	4.0690105e-09	-0.010613362	0.94098765	-0.25166863	7.0950937	-2.316173	0.9352876	0.0	0.003673265	0.007660538	0.010933332	0.0039023217	-0.0014896217	0.009687437	0.69246286	0.9352876	1.0	0.0	0.0	1.5354037	0.009356264	1380000	4772.612968921661
46	4.648765	3.2178621	13.578946	-1.567513	8.38	8.9540825	39.0	0.0	300.0	47540.0	0.03371631205673759	1.5878482	0.9291616	4.662495	-1.7651056	2.8215837	1.988788	15.367471	-1.7767668	-7.629395e-09	-0.0010215937	-1.93278e-08	-0.011652288	0.9647883	-0.25574607	8.941698	-2.9059157	1.18603	0.0	0.003112604	0.006441145	0.011266667	0.004255848	-0.003271549	0.009361984	0.695153	1.18603	1.0	0.0	0.0	1.5402317	0.0087606935	1410000	4873.875933885574
47	4.093067	3.0258892	11.331721	-2.5933664	8.36	8.973873	49.0	0.0	300.0	48376.0	0.03359444444444445	1.6235791	0.918105	4.4791193	-2.5463662	2.8258822	1.8265771	16.15696	-1.4481627	-1.6276042e-08	-0.0035773641	1.2207031e-08	-0.0118974205	0.91182446	-0.26858604	8.84123	-3.3051844	0.7965655	0.0	0.003191422	0.008472341	0.011199999	0.003487181	-0.0017939747	0.010881652	0.61374843	0.7965655	1.0	0.0	0.0	1.518678	0.009144659	1440000	4975.101486682892
48	4.522632	3.2224786	12.655488	-3.1082208	9.36	9.719588	58.0	0.0	300.0	49312.0	0.03354557823129252	1.5788225	0.94245416	4.3288198	-2.3898904	2.730422	2.1243756	14.680616	-1.7368208	-7.1207684e-09	-0.0033647614	0.0	-0.013702474	0.8889057	-0.25223666	12.049473	-5.10003	0.5832416	0.0	0.0027867067	0.008116831	0.014533333	0.0029795084	-0.0018512054	0.01777453	0.58593893	0.5832416	1.0	0.0	0.0	1.5367823	0.009404336	1470000	5076.101546287537
49	4.3953624	3.2815657	11.47977	-3.571972	8.34	8.521995	38.0	0.0	300.0	50146.0	0.033430666666666664	1.6143947	0.93416446	4.247894	-2.2247164	3.266864	2.36467	18.560173	-1.3104242	4.577637e-09	-0.0043124766	-1.6276042e-08	-0.011793421	1.0231575	-0.3075549	9.901432	-3.7180367	0.61181945	0.0	0.0030289611	0.010023796	0.011133334	0.0032056372	-0.0014816019	0.012424679	0.54970634	0.61181945	1.0	0.0	0.0	1.4936454	0.009938622	1500000	5181.38348698616
50	4.2935324	3.5262582	11.402758	-4.5047855	9.19	10.286589	46.0	0.0	300.0	51065.0	0.03337581699346405	1.5206066	0.99434054	4.3523107	-2.5810273	2.7369113	1.8924668	14.518766	-1.2824615	5.086263e-09	0.00014682108	1.5258789e-09	-0.01350938	0.9367831	-0.28952903	9.825027	-4.125125	1.658115	0.0	0.0028396565	0.0021077283	0.013966666	0.0031590478	-0.001866042	0.010902346	1.160715	1.658115	1.0	0.0	0.0	1.5353768	0.00897308	1530000	5286.803198337555
