Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	Alpha	BacktrackIters	Entropy	KL	TotalEnvInteracts	Time
0	0.38859597	1.79417	11.836259	-1.5765507	12.125	10.91464	50.0	0.0	150.0	2425.0	0.08083333333333333	1.1387584	0.21669473	1.8723676	-0.5676437	-0.56045777	0.11133065	0.41791278	-0.9203056	2.1362304e-08	-0.010014289	6.1035155e-09	-2.1608479e-05	0.8543482	-0.46120423	37.46687	-22.142769	0	0	2.019975	0.0	1.837877	0.008679498	30000	151.04081106185913
1	0.72255546	2.130504	10.784248	-1.3763789	11.41	10.764846	52.0	0.0	150.0	4707.0	0.07845	0.715962	0.48170593	2.4247308	-1.2533355	3.6332254	2.3051174	12.347024	-2.2414455	1.1189779e-08	-0.009918344	-2.6448568e-08	-0.002288794	0.5477719	-0.06696281	17.343304	-4.0608797	0	0	2.1197555	0.0	1.8140774	0.009186646	60000	323.51950669288635
2	0.82954144	2.5231144	13.182188	-1.4166129	10.99	10.055342	40.0	0.0	150.0	6905.0	0.07672222222222222	0.5587851	0.5699163	2.8551495	-1.0609589	5.5519967	2.8374634	12.851548	-1.8933327	6.1035155e-09	-0.010521658	8.138021e-09	0.0014985515	0.6418311	-0.047078848	12.619015	-1.410119	0	0	2.0200946	0.0	1.8194826	0.009000626	90000	496.2678482532501
3	1.002364	2.372737	11.05317	-1.4266803	12.625	11.440034	48.0	0.0	150.0	9430.0	0.07858333333333334	0.49890998	0.6208336	3.5456965	-0.9179453	6.356033	3.2395842	14.958006	-3.2685776	-1.2207031e-08	-0.010171338	4.0690104e-08	0.0034009868	0.7093691	-0.03448099	15.758274	-1.9165363	0	0	1.6898142	0.0	1.8376867	0.0073947744	120000	668.9846358299255
4	1.1823497	2.5496285	11.101465	-1.3169183	11.275	10.28734	50.0	0.0	150.0	11685.0	0.0779	0.5520067	0.6964421	3.8300261	-0.78999627	6.850104	3.997939	17.55709	-3.032004	1.1189779e-08	-0.012153205	2.4414062e-08	0.0050617065	0.7954007	-0.036578	12.252696	-0.6042347	0	0	1.6413047	0.0	1.8501596	0.008318745	150000	842.3623530864716
5	2.1148398	3.1418726	15.952101	-1.6012474	12.47	10.253736	64.0	0.0	150.0	14179.0	0.07877222222222222	0.7653828	0.80574936	3.999187	-0.9594373	8.156759	3.747639	18.338753	-2.9600248	2.7974447e-09	-0.01228047	3.2552084e-08	0.0047329185	1.4193456	-0.18987942	13.585795	-0.5820513	0	0	1.7888964	0.0	1.8609991	0.009104324	180000	1015.5353484153748
6	2.4711373	3.6797905	19.209595	-1.3290131	12.605	10.371064	42.0	0.0	150.0	16700.0	0.07952380952380952	1.0856051	1.027158	4.9333515	-1.0763142	7.7755475	3.2781994	17.79793	-2.438997	-2.8483074e-08	-0.01548791	4.0690104e-08	0.0035278483	2.3316844	-0.45918548	12.511994	-0.56379414	0	0	1.4574744	0.0	1.8663931	0.009721556	210000	1188.835970401764
7	4.0918875	4.4318914	21.707418	-1.5863504	13.35	9.347593	46.0	0.0	150.0	19370.0	0.08070833333333334	1.7710174	1.2729893	6.1342344	-1.375807	8.350382	3.461508	19.407345	-3.2010257	4.577637e-09	-0.012439889	2.0345052e-08	0.005311795	3.5550883	-0.88968587	13.271743	-0.6948929	0	0	1.38856	1.0	1.865493	0.006494527	240000	1362.0857889652252
8	4.4728675	4.1198487	19.501038	-1.4594094	14.915	9.19988	40.0	0.0	150.0	22353.0	0.08278888888888888	2.5240333	1.292431	6.6098113	-1.2003706	9.078271	3.1153731	18.455893	-2.0897768	1.4241537e-08	-0.013229319	2.4414062e-08	0.009100586	3.64231	-0.532135	13.993696	-0.8580494	0	0	1.6253438	0.0	1.8811731	0.009526044	270000	1535.7153306007385
9	6.303938	4.454501	18.397903	-1.1319962	16.335	9.685699	52.0	0.0	150.0	25620.0	0.0854	3.1788542	1.2416543	6.1077952	-0.879178	9.779447	2.8506567	19.06057	-0.99529094	1.7293294e-08	-0.012067768	4.0690105e-09	0.0037019288	3.7871115	-0.5291531	16.399576	-1.7363253	0	0	1.6355755	0.0	1.8906481	0.009124072	300000	1709.485568523407
