Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	Alpha	BacktrackIters	Entropy	KL	TotalEnvInteracts	Time
24	1.3908811	3.4135375	10.971925	-5.470579	6.44	10.443486	63.0	0.0	300.0	28118.0	0.037490666666666665	0.3944175	0.86139375	3.3523276	-2.6803958	1.441126	1.9557991	16.457079	-2.3899205	-1.9312971e-09	-0.009940202	4.0690105e-09	-0.015271163	0.6404338	-0.13827878	7.8009667	-2.1572075	1.7125345	0.025280118	2.0197635	0.0	1.7071952	0.008906888	750000	2145.518765926361
25	1.3163425	3.215892	10.41591	-4.4287105	6.3	8.782369	33.0	0.0	300.0	28748.0	0.03685641025641025	0.44292194	0.8755019	3.2053726	-3.3916147	1.6182375	2.2250094	18.372173	-1.9758741	2.600895e-09	-0.010116268	0.0	-0.01573239	0.76807195	-0.15349138	8.932827	-2.1758184	1.7378147	0.025224566	1.9609214	0.0	1.6908476	0.009379895	780000	2231.522120475769
26	1.3315028	3.3001332	9.539942	-4.090553	6.06	10.744133	64.0	0.0	300.0	29354.0	0.036239506172839504	0.45587572	0.8774928	3.5918486	-2.9493816	1.5863013	1.9008094	13.227766	-1.4113462	-7.769857e-09	-0.009205778	-8.138021e-09	-0.014188381	0.6297218	-0.15692326	8.914401	-3.213604	1.7630392	0.025125146	2.0175555	0.0	1.6989198	0.009187718	810000	2315.253128051758
27	1.1477177	3.3837242	12.204108	-4.919944	5.87	8.711664	38.0	0.0	300.0	29941.0	0.03564404761904762	0.39976275	0.95695025	3.5570364	-2.785278	1.6744457	2.5605443	19.271694	-3.1893575	-8.066991e-09	-0.010024761	-1.6276042e-08	-0.01617102	0.68026	-0.13100779	7.1762686	-1.8474302	1.7881644	0.024998784	1.9468108	0.0	1.6964877	0.00824929	840000	2402.5396094322205
28	0.28049046	2.7503557	7.2745676	-5.2277083	3.6	6.2864933	27.0	0.0	300.0	30301.0	0.03482873563218391	0.30874223	0.8647812	3.1314116	-2.9692037	1.2468095	1.8751764	14.220826	-1.9413195	2.1934266e-09	-0.008927268	5.086263e-09	-0.013070264	0.49774525	-0.14545476	3.4795396	-1.2933025	1.8131632	0.02414918	2.337153	0.0	1.6935422	0.009157029	870000	2491.908621072769
29	0.9897039	3.4815745	10.040606	-4.2591205	4.27	8.12386	46.0	0.0	300.0	30728.0	0.03414222222222222	0.20532696	0.77585155	3.2070794	-2.9129598	0.8955728	1.5690244	16.610525	-1.530237	8.422689e-10	-0.008033662	4.0690105e-09	-0.009480449	0.7476487	-0.22305971	4.303082	-1.005491	1.8373123	0.023617148	2.3704712	0.0	1.7014582	0.008199494	900000	2577.6187014579773
30	0.81671125	3.1065755	9.837729	-4.8624225	4.56	7.408536	33.0	0.0	300.0	31184.0	0.03353118279569892	0.34029454	0.95794404	3.8872905	-2.7943516	1.0095001	1.7074859	13.647166	-1.4315145	-7.3032633e-09	-0.008083702	-1.0681152e-08	-0.012445837	0.7259754	-0.1809178	6.0803056	-1.6361613	1.8609295	0.023249865	2.2887857	0.0	1.700165	0.007986136	930000	2661.7407999038696
31	0.69334567	3.193922	7.2990694	-4.178612	4.33	6.6709146	27.0	0.0	300.0	31617.0	0.032934375	0.37577537	0.9488526	3.638808	-2.8494785	1.2875051	1.709821	12.38248	-1.3496559	5.127113e-09	-0.008140635	4.0690105e-09	-0.0122383945	0.6967808	-0.18214166	5.4917793	-1.0640144	1.8841794	0.022852063	2.456182	0.0	1.6863382	0.009041252	960000	2745.682916879654
32	0.8881719	3.0164776	9.589347	-3.6944435	4.8	7.532596	41.0	0.0	300.0	32097.0	0.03242121212121212	0.32018164	0.8508075	3.0178778	-2.992902	1.2756182	1.5747218	13.796095	-1.3635072	-1.7698714e-09	-0.0071053714	6.1035155e-09	-0.009121767	0.51039183	-0.108560294	4.214028	-1.0680957	1.9070314	0.022674918	2.8016837	0.0	1.6879618	0.008587303	990000	2829.48952794075
33	1.2190919	3.1470442	8.823107	-4.438199	3.88	6.739851	34.0	0.0	300.0	32485.0	0.031848039215686276	0.39735112	0.8447933	3.5584304	-3.1077764	1.2441691	1.7537472	13.447727	-1.9200047	-1.38888e-09	-0.0076874993	0.0	-0.010051404	0.6475691	-0.18136722	3.8361583	-1.0928383	1.9297063	0.022197008	2.7098303	0.0	1.6793329	0.008884117	1020000	2913.3466029167175
